Category Text,Code,Question Text
What is your publication/programme name? - Big5 (Media Onsite Form),BF312,Publication 2
What region do you operate in? - Big5 (Media Onsite Form),BF411,UAE
What region do you operate in? - Big5 (Media Onsite Form),BF412,GCC
What region do you operate in? - Big5 (Media Onsite Form),BF413,MENA
What region do you operate in? - Big5 (Media Onsite Form),BF414,International
What region do you operate in? - Big5 (Media Onsite Form),BF419,Other
What area of media do you work in? - Big5 (Media Onsite Form),BF511,Journalism
What area of media do you work in? - Big5 (Media Onsite Form),BF512,Freelance writing
What area of media do you work in? - Big5 (Media Onsite Form),BF513,Radio
What area of media do you work in? - Big5 (Media Onsite Form),BF514,TV
What area of media do you work in? - Big5 (Media Onsite Form),BF515,Photography
What area of media do you work in? - Big5 (Media Onsite Form),BF516,Publishing
What area of media do you work in? - Big5 (Media Onsite Form),BF517,PR
What area of media do you work in? - Big5 (Media Onsite Form),BF521,Podcast
What area of media do you work in? - Big5 (Media Onsite Form),BF522,Social media
What area of media do you work in? - Big5 (Media Onsite Form),BF518,Blogging
What area of media do you work in? - Big5 (Media Onsite Form),BF519,Videography
What area of media do you work in? - Big5 (Media Onsite Form),BF520,Other
What topic areas do you cover? - Big5 (Media Onsite Form),BF711,Construction
What topic areas do you cover? - Big5 (Media Onsite Form),BF712,Real Estate
What topic areas do you cover? - Big5 (Media Onsite Form),BF713,Business & Economy
What topic areas do you cover? - Big5 (Media Onsite Form),BF714,Politics
What topic areas do you cover? - Big5 (Media Onsite Form),BF715,Arts and style
What topic areas do you cover? - Big5 (Media Onsite Form),BF716,Tech & Science
What topic areas do you cover? - Construction Big5 (Media Onsite Form),BF711A,MEP Services
What topic areas do you cover? - Construction Big5 (Media Onsite Form),BF711B,Building Interiors & Finishes
What topic areas do you cover? - Construction Big5 (Media Onsite Form),BF711C,"Building Envelope & Special Construction
"
What topic areas do you cover? - Construction Big5 (Media Onsite Form),BF711D,Construction Tools & Building Materials
What topic areas do you cover? - Construction Big5 (Media Onsite Form),BF711E,Smart Building & Design Technologies
Which Big 5 events are you interested in receiving information about: - Big5 (Media Onsite Form),MBF153,The Big 5 Saudi
Which Big 5 events are you interested in receiving information about: - Big5 (Media Onsite Form),MBF155,The Big 5 North Africa
Which Big 5 events are you interested in receiving information about: - Big5 (Media Onsite Form),MBF167,The Big 5 Kuwait
Which Big 5 events are you interested in receiving information about: - Big5 (Media Onsite Form),MBF168,The Big 5 Construct East Africa
Which Big 5 events are you interested in receiving information about: - Big5 (Media Onsite Form),MBF169,The Big 5 Indonesia
Which Big 5 events are you interested in receiving information about: - Big5 (Media Onsite Form),MBF166,The Big 5
Which Big 5 events are you interested in receiving information about: - Big5 (Media Onsite Form),MBF170,The Big 5 Construct India
Which Big 5 events are you interested in receiving information about: - Big5 (Media Onsite Form),MBF174,None of the above
Attendance,BATTD1,BIG5: Attended on Day 1
Attendance,BATTD2,BIG5: Attended on Day 2
Attendance,BATTD3,BIG5: Attended on Day 3
Attendance,BATTD4,BIG5: Attended on Day 4
Attendance,MATTD1,MEC: Attended on Day 1
Attendance,MATTD2,MEC: Attended on Day 2
Attendance,MATTD3,MEC: Attended on Day 3
Attendance,MATTD4,MEC: Attended on Day 4
Crossover Attendance,MXO2BD1,BIG5: Crossover from MEC to BIG5 on Day 1
Crossover Attendance,MXO2BD2,BIG5: Crossover from MEC to BIG5 on Day 2
Crossover Attendance,MXO2BD3,BIG5: Crossover from MEC to BIG5 on Day 3
Crossover Attendance,MXO2BD4,BIG5: Crossover from MEC to BIG5 on Day 4
Crossover Attendance,BXO2MD1,MEC: Crossover from BIG5 to MEC Day 1
Crossover Attendance,BXO2MD2,MEC: Crossover from BIG5 to MEC Day 2
Crossover Attendance,BXO2MD3,MEC: Crossover from BIG5 to MEC Day 3
Crossover Attendance,BXO2MD4,MEC: Crossover from BIG5 to MEC Day 4
MEC: Station Names,MCERT1,MECPMV: MEC E132 Stand - MCERT1
MEC: Station Names,MCERT2,MECPMV: MEC E132 Stand - MCERT2
MEC: Station Names,MCERT3,MECPMV: MEC E132 Stand - MCERT3
MEC: Station Names,Z6PR1,MECPMV: Zabeel 6 Pre-Reg 1
MEC: Station Names,Z6PR2,MECPMV: Zabeel 6 Pre-Reg 2
MEC: Station Names,Z6PR3,MECPMV: Zabeel 6 Pre-Reg 3
MEC: Station Names,Z6PR4,MECPMV: Zabeel 6 Pre-Reg 4
MEC: Station Names,,New Question
MEC: Station Names,SVR10,CPD2 - SVR10
MEC: Station Names,SVR10,SVR10 - CPD2
MEC: Station Names,DUBAI09,MECPMV: DUBAI09 - Backup Server
MEC: Station Names,DUBAI10,MECPMV: DUBAI10 - Main Server
MEC: Station Names,CHLOE-HP,MECPMV: CHLOE-HP
MEC: Station Names,Z4PR1,MECPMV: Zabeel 4 Pre-Reg 1
MEC: Station Names,Z4PR2,MECPMV: Zabeel 4 Pre-Reg 2
MEC: Station Names,Z4PR3,MECPMV: Zabeel 4 Pre-Reg 3
MEC: Station Names,Z4PR4,MECPMV: Zabeel 4 Pre-Reg 4
MEC: Station Names,Z5ONS1,MECPMV: Zabeel 5 Onsite 1
MEC: Station Names,Z5ONS2,MECPMV: Zabeel 5 Onsite 2
MEC: Station Names,Z5ONS3,MECPMV: Zabeel 5 Onsite 3
MEC: Station Names,Z5ONS4,MECPMV: Zabeel 5 Onsite 4
MEC: Station Names,Z6EXH1,MECPMV: Zabeel 6 Exhibitor 1
MEC: Station Names,Z6EXH2,MECPMV: Zabeel 6 Exhibitor 2
MEC: Station Names,Z6EXH3,MECPMV: Zabeel 6 Exhibitor 3
MEC: Station Names,Z6EXH4,MECPMV: Zabeel 6 Exhibitor 4
MEC: Station Names,MCPD1,MECPMV: MEC E132 Stand - CPD1
MEC: Station Names,MCPD2,MECPMV: MEC E132 Stand - CPD2
MEC: Station Names,MCPD3,MECPMV: MEC E132 Stand - CPD3
BIG5: Station Names,CGPC1,Convention Gate - Platinum Club
BIG5: Station Names,CGPC2,Convention Gate - Platinum Club
BIG5: Station Names,CGVIP2,Convention Gate - VIP
BIG5: Station Names,CGONS1,Convention Gate - Onsite
BIG5: Station Names,CGONS2,Convention Gate - Onsite
BIG5: Station Names,CGONS3,Convention Gate - Onsite
BIG5: Station Names,CGONS4,Convention Gate - Onsite
BIG5: Station Names,CGONS5,Convention Gate - Onsite
BIG5: Station Names,CGFT1,Convention Gate - Fast Track
BIG5: Station Names,CGFT2,Convention Gate - Fast Track
BIG5: Station Names,CGFT3,Convention Gate - Fast Track
BIG5: Station Names,CGFT4,Convention Gate - Fast Track
BIG5: Station Names,CGFT5,Convention Gate - Fast Track
BIG5: Station Names,CGFT6,Convention Gate - Fast Track
BIG5: Station Names,CGFT7,Convention Gate - Fast Track
BIG5: Station Names,CGFT8,Convention Gate - Fast Track
BIG5: Station Names,CGFT9,Convention Gate - Fast Track
BIG5: Station Names,CGFT10,Convention Gate - Fast Track
BIG5: Station Names,RBVIP1,Rashid Balcony - VIP
BIG5: Station Names,RBVIP2,Rashid Balcony - VIP
BIG5: Station Names,RBMED1,Rashid Balcony - Media
BIG5: Station Names,RBMED2,Rashid Balcony - Media
BIG5: Station Names,AWVIP1,Al Wasl - VIP
BIG5: Station Names,AWONS1,Al Wasl - Onsite
BIG5: Station Names,AWONS2,Al Wasl - Onsite
BIG5: Station Names,AWONS3,Al Wasl - Onsite
BIG5: Station Names,AWONS4,Al Wasl - Onsite
BIG5: Station Names,AWONS5,Al Wasl - Onsite
BIG5: Station Names,AWONS6,Al Wasl - Onsite
BIG5: Station Names,AWONS7,Al Wasl - Onsite
BIG5: Station Names,AWONS8,Al Wasl - Onsite
BIG5: Station Names,AWFT1,Al Wasl - Fast Track
BIG5: Station Names,AWFT2,Al Wasl - Fast Track
BIG5: Station Names,AWFT3,Al Wasl - Fast Track
BIG5: Station Names,AWFT4,Al Wasl - Fast Track
BIG5: Station Names,AWFT5,Al Wasl - Fast Track
BIG5: Station Names,AWFT6,Al Wasl - Fast Track
BIG5: Station Names,AWFT7,Al Wasl - Fast Track
BIG5: Station Names,AWFT8,Al Wasl - Fast Track
BIG5: Station Names,AWFT9,Al Wasl - Fast Track
BIG5: Station Names,AWFT10,Al Wasl - Fast Track
BIG5: Station Names,AWFT11,Al Wasl - Fast Track
BIG5: Station Names,AWFT12,Al Wasl - Fast Track
BIG5: Station Names,AWFT13,Al Wasl - Fast Track
BIG5: Station Names,AWFT14,Al Wasl - Fast Track
BIG5: Station Names,AWFT15,Al Wasl - Fast Track
BIG5: Station Names,AWFT16,Al Wasl - Fast Track
BIG5: Station Names,AWFT17,Al Wasl - Fast Track
BIG5: Station Names,SMFT1,Saeed Main - Fast Track
BIG5: Station Names,SMFT2,Saeed Main - Fast Track
BIG5: Station Names,SMFT3,Saeed Main - Fast Track
BIG5: Station Names,SMFT4,Saeed Main - Fast Track
BIG5: Station Names,SMFT5,Saeed Main - Fast Track
BIG5: Station Names,SMFT6,Saeed Main - Fast Track
BIG5: Station Names,SMFT7,Saeed Main - Fast Track
BIG5: Station Names,SMFT8,Saeed Main - Fast Track
BIG5: Station Names,SMFT9,Saeed Main - Fast Track
BIG5: Station Names,SMFT10,Saeed Main - Fast Track
BIG5: Station Names,SS2EXH1,Sheikh Saeed 2 Foyer - Exhibitor
BIG5: Station Names,SS2EXH2,Sheikh Saeed 2 Foyer - Exhibitor
BIG5: Station Names,SS2EXH3,Sheikh Saeed 2 Foyer - Exhibitor
BIG5: Station Names,SS2EXH4,Sheikh Saeed 2 Foyer - Exhibitor
BIG5: Station Names,SS2EXH5,Sheikh Saeed 2 Foyer - Exhibitor
BIG5: Station Names,SS2EXH6,Sheikh Saeed 2 Foyer - Exhibitor
BIG5: Station Names,SS2EXH7,Sheikh Saeed 2 Foyer - Exhibitor
BIG5: Station Names,SS2EXH8,Sheikh Saeed 2 Foyer - Exhibitor
BIG5: Station Names,SS2EXH9,Sheikh Saeed 2 Foyer - Exhibitor
BIG5: Station Names,SS2EXH10,Sheikh Saeed 2 Foyer - Exhibitor
BIG5: Station Names,SS1PC1,Sheikh Saeed 1 Marketing Suite - Platinum Club
BIG5: Station Names,SS1PC2,Sheikh Saeed 1 Marketing Suite - Platinum Club
BIG5: Station Names,SS1PC3,Sheikh Saeed 1 Marketing Suite - Platinum Club
BIG5: Station Names,CC1FT1,Concourse 1 Dubai Bank - Fast Track
BIG5: Station Names,CC1FT2,Concourse 1 Dubai Bank - Fast Track
BIG5: Station Names,CC1FT3,Concourse 1 Dubai Bank - Fast Track
BIG5: Station Names,CC1FT4,Concourse 1 Dubai Bank - Fast Track
BIG5: Station Names,CC1EXH1,Concourse 1 Dubai Bank - Exhibitor
BIG5: Station Names,CC1EXH2,Concourse 1 Dubai Bank - Exhibitor
BIG5: Station Names,Z1VIP1,Zabeel 1 - VIP
BIG5: Station Names,Z1ONS1,Zabeel 1 - Onsite
BIG5: Station Names,Z1ONS2,Zabeel 1 - Onsite
BIG5: Station Names,Z1FT1,Zabeel 1 - Fast Track
BIG5: Station Names,Z1FT2,Zabeel 1 - Fast Track
BIG5: Station Names,Z1FT3,Zabeel 1 - Fast Track
BIG5: Station Names,BCPD1,Zabeel Link 1 - CPD 
BIG5: Station Names,BCPD2,Zabeel Link 1 - CPD 
BIG5: Station Names,BCPD3,Zabeel Link 1 - CPD 
BIG5: Station Names,BCPD4,Zabeel Link 1 - CPD 
BIG5: Station Names,BCPD5,Zabeel Link 1 - CPD 
BIG5: Station Names,BCPD6,Zabeel Link 1 - CPD 
BIG5: Station Names,ZL1COR1,Zabeel Link 1 - Correction
BIG5: Station Names,ZL1COR2,Zabeel Link 1 - Correction
BIG5: Station Names,EGGAIA1,Exhibition Gate - GAIA
BIG5: Station Names,EGGAIA2,Exhibition Gate - GAIA
BIG5: Station Names,EGGAIA3,Exhibition Gate - GAIA
BIG5: Station Names,EGGAIA4,Exhibition Gate - GAIA
BIG5: Station Names,EGGAIA5,Exhibition Gate - GAIA
BIG5: Station Names,EGGAIA6,Exhibition Gate - GAIA
X Codes,XVIS,X Coded Visitor
X Codes,XBIG,X Coded Big 5
X Codes,XMEC,X Coded MEC
X Codes,XPC,X Coded PC
X Codes,XVIP,X Coded VIP
X Codes,XDEL,X Coded Delegate
X Codes,XMED,X Coded Media
X Codes,XSPK,X Coded Speaker
X Codes,XORG,X Coded Organizer
X Codes,XEXH,X Coded Exhibitor
X Codes,XNTRAD,X Coded Non Trade
X Codes,XSTU,X Coded Student
X Codes,XP16BIG,X Coded P16BIG
X Codes,XP16MEC,X Coded P16MEC
X Codes,XBATTD1,X Coded BATTD1
X Codes,XBATTD2,X Coded BATTD2
Unidentified Codes,TRUE,True
Unidentified Codes,INVR,INVR
Unidentified Codes,BF46,BF46
Unidentified Codes,BF44,BF44
Unidentified Codes,BF71K,BF71K
Unidentified Codes,BF71I,BF71I
Unidentified Codes,EXPORT,EXPORT
Unidentified Codes,ORE,ORE
BIG5: Session Attendance,BIGSE1ATTD,Keys to resolving the inevitable construction dispute
BIG5: Session Attendance,BIGSE2ATTD,Condition of assets a growing concern
BIG5: Session Attendance,BIGSE3ATTD,BIM as information management and design process
BIG5: Session Attendance,BIGSE4ATTD,Architectural Advancement: Creating an Iconic Development
BIG5: Session Attendance,BIGSE5ATTD,Zero Carbon Buildings: Management of Design and Construction
BIG5: Session Attendance,BIGSE6ATTD,Implementation Practical Risk Management for Mega Construction Projects: Project Management
BIG5: Session Attendance,BIGSE7ATTD,Refurbishment Engineering and Sustainability
BIG5: Session Attendance,BIGSE8ATTD,Construction Quality Management
BIG5: Session Attendance,BIGSE9ATTD,Good practice during work at quarries
BIG5: Session Attendance,BIGSE10ATTD,How BIM is transforming the construction industry
BIG5: Session Attendance,BIGSE11ATTD,Adaptive Architecture: convertible structures
BIG5: Session Attendance,BIGSE12ATTD,The Importance of Reserve Fund Studies in Protecting Property Value
BIG5: Session Attendance,BIGSE13ATTD,Sidestep Complexity
BIG5: Session Attendance,BIGSE14ATTD,LEED for Building Owners and Client Representatives
BIG5: Session Attendance,BIGSE15ATTD,How to import and export from the U.K & Europe
BIG5: Session Attendance,BIGSE16ATTD,Driving Culture change through Leadership
BIG5: Session Attendance,BIGSE17ATTD,"BIM there, done that"
BIG5: Session Attendance,BIGSE18ATTD,Improving Facade performance through design
BIG5: Session Attendance,BIGSE19ATTD,Importance of energy audits and energy reduction strategies
BIG5: Session Attendance,BIGSE20ATTD,How to make PMOs critical to Business: The Business PMO
BIG5: Session Attendance,BIGSE21ATTD,LEED for Contractors
BIG5: Session Attendance,BIGSE22ATTD,Sustainability for C-level Executive
BIG5: Session Attendance,BIGSE23ATTD,All you need to know about the new UAE Fire Code
BIG5: Session Attendance,BIGSE24ATTD,BIM for Coordination - from Concept to Construction
BIG5: Session Attendance,BIGSE25ATTD,"Transformation, Translation and Representation"
BIG5: Session Attendance,BIGSE26ATTD,Leapfrogging the residential new construction industry in the GCC to a sustainable future
BIG5: Session Attendance,BIGSE27ATTD,Is every request from business a project?
BIG5: Session Attendance,BIGSE28ATTD,Labor and Employment Issues
BIG5: Session Attendance,BIGSE29ATTD,Defining Health & Safety Leadership Behaviors
BIG5: Session Attendance,BIGSE30ATTD,The BIM 4D modeling though the project life cycle
BIG5: Session Attendance,BIGSE31ATTD,Sustainability Beyond Design
BIG5: Session Attendance,BIGSE32ATTD,Indoor Environmental Quality (IEQ) Strategies for LEED v4
BIG5: Session Attendance,BIGSE33ATTD,BIM Between Theory and Practice
BIG5: Session Attendance,BIGSE34ATTD,Establishing a Difference that can be preserved
BIG5: Session Attendance,BIGSE35ATTD,Do Complex Innovative Building Envelopes Comprise Health & Safety?
BIG5: Session Attendance,BIGSE36ATTD,IoT-izing The Construction Industry
BIG5: Session Attendance,BIGSE37ATTD,Smart Construction & Architecture
BIG5: Session Attendance,BIGSE38ATTD,Energy and Atmosphere Strategies for LEED v4
BIG5: Session Attendance,BIGSE39ATTD,Leadership to Drive Projects and Project Management Career to Effective Change
BIG5: Session Attendance,BIGSE40ATTD,How to do Business in the UAE
BIG5: Session Attendance,BIGSE41ATTD,Social Media in the Contruction Field
BIG5: Session Attendance,BIGSE42ATTD,SCM Contribution to Successful Project Management & Analyzing The extensive Project Pipeline
BIG5: Session Attendance,BIGSE43ATTD,BIM Case study of office with warehouse
BIG5: Session Attendance,BIGSE44ATTD,Efficient and sustainable cooling
BIG5: Session Attendance,BIGSE45ATTD,Sustainability Vs. Life Riddles
BIG5: Session Attendance,BIGSE46ATTD,Controlling Productivity
BIG5: Session Attendance,BIGSE47ATTD,Recognizing PPP as a driver for sustainable infrastructure industry
BIG5: Session Attendance,BIGSE48ATTD,
BIG5: Session Attendance,BIGSE49ATTD,Integrating Material and Textural Information for As-Built BIM Using IR Sensing
BIG5: Session Attendance,BIGSE50ATTD,Significance of MEP - What's next for District Cooling?
BIG5: Session Attendance,BIGSE51ATTD,Evaluating the impact and application of sustainable development in the GCCs
BIG5: Session Attendance,BIGSE52ATTD,Intrapreneurship - Need of the Hour in Program Management
BIG5: Session Attendance,BIGSE53ATTD,How to use licensing to sell your products
BIG5: Session Attendance,BIGSE54ATTD,IOT & Drones Logistics Technologies in Construction
BIG5: Session Attendance,BIGSE55ATTD,Bim4Analysis
BIG5: Session Attendance,BIGSE56ATTD,Energy Efficient HVAC System's for Healthcare
BIG5: Session Attendance,BIGSE57ATTD,Layering the Future
BIG5: Session Attendance,BIGSE58ATTD,Construction Projects and their impact on project's constraints
BIG5: Session Attendance,BIGSE59ATTD,Effective Marketing strategies in the Construction Industry
BIG5: Session Attendance,BIGSE60ATTD,Supply-chain management in construction industry
BIG5: Session Attendance,BIGSE61ATTD,What's wrong with BIM? - Challenges in the Adoption of a new Planning Paradigm
BIG5: Session Attendance,BIGSE62ATTD,MEP in transport Infrastructure
BIG5: Session Attendance,BIGSE63ATTD,Business Opportunitires and growth areas in the Construction Industry in today's New Normal
BIG5: Session Attendance,BIGSE64ATTD,InstitutionalizingProject Management
BIG5: Session Attendance,BIGSE65ATTD,Finance for non-finance managers
BIG5: Session Attendance,BIGSE66ATTD,Procurement transformation Strategies
BIG5: Session Attendance,BIGSE67ATTD,How to get the best out of BIM intelligence in design process and taking it forward in construction
BIG5: Session Attendance,BIGSE68ATTD,"MEP trade, challenges, trends and solutions"
BIG5: Session Attendance,BIGSE69ATTD,Regional Technical Solutions for LEED
BIG5: Session Attendance,BIGSE70ATTD,Does your strategy performance truly reflect your portfolio performance?
BIG5: Session Attendance,BIGSE71ATTD,Future of Retail Design and Trends
BIG5: Session Attendance,BIGSE72ATTD,Logistics Planning of Construction Projects for Expo 2020
BIG5: Session Attendance,BIGSE73ATTD,BIM for Construction
BIG5: Session Attendance,BIGSE74ATTD,Comparative Analysis of Tradtional Vs. Sustainable Chilled Water Plant Design
BIG5: Session Attendance,BIGSE75ATTD,Tools for sustainable development at district level
BIG5: Session Attendance,BIGSE76ATTD,Towards Lean Contruction: the furutre of BIM-based project plannin and control
BIG5: Certificate Early Attendance,BIGSE1A30,Keys to resolving the inevitable construction dispute
BIG5: Certificate Early Attendance,BIGSE2A30,Condition of assets a growing concern
BIG5: Certificate Early Attendance,BIGSE3A30,BIM as information management and design process
BIG5: Certificate Early Attendance,BIGSE4A30,Architectural Advancement: Creating an Iconic Development
BIG5: Certificate Early Attendance,BIGSE5A30,Zero Carbon Buildings: Management of Design and Construction
BIG5: Certificate Early Attendance,BIGSE6A30,Implementation Practical Risk Management for Mega Construction Projects: Project Management
BIG5: Certificate Early Attendance,BIGSE7A30,Refurbishment Engineering and Sustainability
BIG5: Certificate Early Attendance,BIGSE8A30,Construction Quality Management
BIG5: Certificate Early Attendance,BIGSE9A30,Good practice during work at quarries
BIG5: Certificate Early Attendance,BIGSE10A30,How BIM is transforming the construction industry
BIG5: Certificate Early Attendance,BIGSE11A30,Adaptive Architecture: convertible structures
BIG5: Certificate Early Attendance,BIGSE12A30,The Importance of Reserve Fund Studies in Protecting Property Value
BIG5: Certificate Early Attendance,BIGSE13A30,Sidestep Complexity
BIG5: Certificate Early Attendance,BIGSE14A30,LEED for Building Owners and Client Representatives
BIG5: Certificate Early Attendance,BIGSE15A30,How to import and export from the U.K & Europe
BIG5: Certificate Early Attendance,BIGSE16A30,Driving Culture change through Leadership
BIG5: Certificate Early Attendance,BIGSE17A30,"BIM there, done that"
BIG5: Certificate Early Attendance,BIGSE18A30,Improving Facade performance through design
BIG5: Certificate Early Attendance,BIGSE19A30,Importance of energy audits and energy reduction strategies
BIG5: Certificate Early Attendance,BIGSE20A30,How to make PMOs critical to Business: The Business PMO
BIG5: Certificate Early Attendance,BIGSE21A30,LEED for Contractors
BIG5: Certificate Early Attendance,BIGSE22A30,Sustainability for C-level Executive
BIG5: Certificate Early Attendance,BIGSE23A30,All you need to know about the new UAE Fire Code
BIG5: Certificate Early Attendance,BIGSE24A30,BIM for Coordination - from Concept to Construction
BIG5: Certificate Early Attendance,BIGSE25A30,"Transformation, Translation and Representation"
BIG5: Certificate Early Attendance,BIGSE26A30,Leapfrogging the residential new construction industry in the GCC to a sustainable future
BIG5: Certificate Early Attendance,BIGSE27A30,Is every request from business a project?
BIG5: Certificate Early Attendance,BIGSE28A30,Labor and Employment Issues
BIG5: Certificate Early Attendance,BIGSE29A30,Defining Health & Safety Leadership Behaviors
BIG5: Certificate Early Attendance,BIGSE30A30,The BIM 4D modeling though the project life cycle
BIG5: Certificate Early Attendance,BIGSE31A30,Sustainability Beyond Design
BIG5: Certificate Early Attendance,BIGSE32A30,Indoor Environmental Quality (IEQ) Strategies for LEED v4
BIG5: Certificate Early Attendance,BIGSE33A30,BIM Between Theory and Practice
BIG5: Certificate Early Attendance,BIGSE34A30,Establishing a Difference that can be preserved
BIG5: Certificate Early Attendance,BIGSE35A30,Do Complex Innovative Building Envelopes Comprise Health & Safety?
BIG5: Certificate Early Attendance,BIGSE36A30,IoT-izing The Construction Industry
BIG5: Certificate Early Attendance,BIGSE37A30,Smart Construction & Architecture
BIG5: Certificate Early Attendance,BIGSE38A30,Energy and Atmosphere Strategies for LEED v4
BIG5: Certificate Early Attendance,BIGSE39A30,Leadership to Drive Projects and Project Management Career to Effective Change
BIG5: Certificate Early Attendance,BIGSE40A30,How to do Business in the UAE
BIG5: Certificate Early Attendance,BIGSE41A30,Social Media in the Contruction Field
BIG5: Certificate Early Attendance,BIGSE42A30,SCM Contribution to Successful Project Management & Analyzing The extensive Project Pipeline
BIG5: Certificate Early Attendance,BIGSE43A30,BIM Case study of office with warehouse
BIG5: Certificate Early Attendance,BIGSE44A30,Efficient and sustainable cooling
BIG5: Certificate Early Attendance,BIGSE45A30,Sustainability Vs. Life Riddles
BIG5: Certificate Early Attendance,BIGSE46A30,Controlling Productivity
BIG5: Certificate Early Attendance,BIGSE47A30,Recognizing PPP as a driver for sustainable infrastructure industry
BIG5: Certificate Early Attendance,BIGSE48A30,
BIG5: Certificate Early Attendance,BIGSE49A30,Integrating Material and Textural Information for As-Built BIM Using IR Sensing
BIG5: Certificate Early Attendance,BIGSE50A30,Significance of MEP - What's next for District Cooling?
BIG5: Certificate Early Attendance,BIGSE51A30,Evaluating the impact and application of sustainable development in the GCCs
BIG5: Certificate Early Attendance,BIGSE52A30,Intrapreneurship - Need of the Hour in Program Management
BIG5: Certificate Early Attendance,BIGSE53A30,How to use licensing to sell your products
BIG5: Certificate Early Attendance,BIGSE54A30,IOT & Drones Logistics Technologies in Construction
BIG5: Certificate Early Attendance,BIGSE55A30,Bim4Analysis
BIG5: Certificate Early Attendance,BIGSE56A30,Energy Efficient HVAC System's for Healthcare
BIG5: Certificate Early Attendance,BIGSE57A30,Layering the Future
BIG5: Certificate Early Attendance,BIGSE58A30,Construction Projects and their impact on project's constraints
BIG5: Certificate Early Attendance,BIGSE59A30,Effective Marketing strategies in the Construction Industry
BIG5: Certificate Early Attendance,BIGSE60A30,Supply-chain management in construction industry
BIG5: Certificate Early Attendance,BIGSE61A30,What's wrong with BIM? - Challenges in the Adoption of a new Planning Paradigm
BIG5: Certificate Early Attendance,BIGSE62A30,MEP in transport Infrastructure
BIG5: Certificate Early Attendance,BIGSE63A30,Business Opportunitires and growth areas in the Construction Industry in today's New Normal
BIG5: Certificate Early Attendance,BIGSE64A30,InstitutionalizingProject Management
BIG5: Certificate Early Attendance,BIGSE65A30,Finance for non-finance managers
BIG5: Certificate Early Attendance,BIGSE66A30,Procurement transformation Strategies
BIG5: Certificate Early Attendance,BIGSE67A30,How to get the best out of BIM intelligence in design process and taking it forward in construction
BIG5: Certificate Early Attendance,BIGSE68A30,"MEP trade, challenges, trends and solutions"
BIG5: Certificate Early Attendance,BIGSE69A30,Regional Technical Solutions for LEED
BIG5: Certificate Early Attendance,BIGSE70A30,Does your strategy performance truly reflect your portfolio performance?
BIG5: Certificate Early Attendance,BIGSE71A30,Future of Retail Design and Trends
BIG5: Certificate Early Attendance,BIGSE72A30,Logistics Planning of Construction Projects for Expo 2020
BIG5: Certificate Early Attendance,BIGSE73A30,BIM for Construction
BIG5: Certificate Early Attendance,BIGSE74A30,Comparative Analysis of Tradtional Vs. Sustainable Chilled Water Plant Design
BIG5: Certificate Early Attendance,BIGSE75A30,Tools for sustainable development at district level
BIG5: Certificate Early Attendance,BIGSE76A30,Towards Lean Contruction: the furutre of BIM-based project plannin and control
BIG5: Certificate Late Attendance,BIGSE1B,Keys to resolving the inevitable construction dispute
BIG5: Certificate Late Attendance,BIGSE2B,Condition of assets a growing concern
BIG5: Certificate Late Attendance,BIGSE3B,BIM as information management and design process
BIG5: Certificate Late Attendance,BIGSE4B,Architectural Advancement: Creating an Iconic Development
BIG5: Certificate Late Attendance,BIGSE5B,Zero Carbon Buildings: Management of Design and Construction
BIG5: Certificate Late Attendance,BIGSE6B,Implementation Practical Risk Management for Mega Construction Projects: Project Management
BIG5: Certificate Late Attendance,BIGSE7B,Refurbishment Engineering and Sustainability
BIG5: Certificate Late Attendance,BIGSE8B,Construction Quality Management
BIG5: Certificate Late Attendance,BIGSE9B,Good practice during work at quarries
BIG5: Certificate Late Attendance,BIGSE10B,How BIM is transforming the construction industry
BIG5: Certificate Late Attendance,BIGSE11B,Adaptive Architecture: convertible structures
BIG5: Certificate Late Attendance,BIGSE12B,The Importance of Reserve Fund Studies in Protecting Property Value
BIG5: Certificate Late Attendance,BIGSE13B,Sidestep Complexity
BIG5: Certificate Late Attendance,BIGSE14B,LEED for Building Owners and Client Representatives
BIG5: Certificate Late Attendance,BIGSE15B,How to import and export from the U.K & Europe
BIG5: Certificate Late Attendance,BIGSE16B,Driving Culture change through Leadership
BIG5: Certificate Late Attendance,BIGSE17B,"BIM there, done that"
BIG5: Certificate Late Attendance,BIGSE18B,Improving Facade performance through design
BIG5: Certificate Late Attendance,BIGSE19B,Importance of energy audits and energy reduction strategies
BIG5: Certificate Late Attendance,BIGSE20B,How to make PMOs critical to Business: The Business PMO
BIG5: Certificate Late Attendance,BIGSE21B,LEED for Contractors
BIG5: Certificate Late Attendance,BIGSE22B,Sustainability for C-level Executive
BIG5: Certificate Late Attendance,BIGSE23B,All you need to know about the new UAE Fire Code
BIG5: Certificate Late Attendance,BIGSE24B,BIM for Coordination - from Concept to Construction
BIG5: Certificate Late Attendance,BIGSE25B,"Transformation, Translation and Representation"
BIG5: Certificate Late Attendance,BIGSE26B,Leapfrogging the residential new construction industry in the GCC to a sustainable future
BIG5: Certificate Late Attendance,BIGSE27B,Is every request from business a project?
BIG5: Certificate Late Attendance,BIGSE28B,Labor and Employment Issues
BIG5: Certificate Late Attendance,BIGSE29B,Defining Health & Safety Leadership Behaviors
BIG5: Certificate Late Attendance,BIGSE30B,The BIM 4D modeling though the project life cycle
BIG5: Certificate Late Attendance,BIGSE31B,Sustainability Beyond Design
