Questions,Code,Decode,usage
Workshop: Theater 1 - TECHNOLOGY IN CONSTRUCTION,T1C3,dummyvar,Demographic
Workshop: Theater 1 - TECHNOLOGY IN CONSTRUCTION,T1D1,dummyvar,Demographic
Workshop: Theater 1 - TECHNOLOGY IN CONSTRUCTION,T1D2,dummyvar,Demographic
Workshop: Theater 1 - TECHNOLOGY IN CONSTRUCTION,T1D3,dummyvar,Demographic
Workshop: Theater 2 - ARCHITECTECTURE & MEP SERVICES,T2A1,dummyvar,Demographic
Workshop: Theater 2 - ARCHITECTECTURE & MEP SERVICES,T2A2,dummyvar,Demographic
Workshop: Theater 2 - ARCHITECTECTURE & MEP SERVICES,T2A3,dummyvar,Demographic
Workshop: Theater 2 - ARCHITECTECTURE & MEP SERVICES,T2B1,dummyvar,Demographic
Workshop: Theater 2 - ARCHITECTECTURE & MEP SERVICES,T2B2,dummyvar,Demographic
Workshop: Theater 2 - ARCHITECTECTURE & MEP SERVICES,T2B3,dummyvar,Demographic
Workshop: Theater 2 - ARCHITECTECTURE & MEP SERVICES,T2C1,dummyvar,Demographic
Workshop: Theater 2 - ARCHITECTECTURE & MEP SERVICES,T2C2,dummyvar,Demographic
Workshop: Theater 2 - ARCHITECTECTURE & MEP SERVICES,T2C3,dummyvar,Demographic
Workshop: Theater 2 - ARCHITECTECTURE & MEP SERVICES,T2D1,dummyvar,Demographic
Workshop: Theater 2 - ARCHITECTECTURE & MEP SERVICES,T2D2,dummyvar,Demographic
Workshop: Theater 2 - ARCHITECTECTURE & MEP SERVICES,T2D3,dummyvar,Demographic
Workshop: Theater 3 - EMPHASIS ON SAFETY AND LOGISTICS,T3A1,dummyvar,Demographic
Workshop: Theater 3 - EMPHASIS ON SAFETY AND LOGISTICS,T3A2,dummyvar,Demographic
Workshop: Theater 3 - EMPHASIS ON SAFETY AND LOGISTICS,T3A3,dummyvar,Demographic
Workshop: Theater 3 - EMPHASIS ON SAFETY AND LOGISTICS,T3B1,dummyvar,Demographic
Workshop: Theater 3 - EMPHASIS ON SAFETY AND LOGISTICS,T3B2,dummyvar,Demographic
Workshop: Theater 3 - EMPHASIS ON SAFETY AND LOGISTICS,T3B3,dummyvar,Demographic
Workshop: Theater 3 - EMPHASIS ON SAFETY AND LOGISTICS,T3C1,dummyvar,Demographic
Workshop: Theater 3 - EMPHASIS ON SAFETY AND LOGISTICS,T3C2,dummyvar,Demographic
Workshop: Theater 3 - EMPHASIS ON SAFETY AND LOGISTICS,T3C3,dummyvar,Demographic
Workshop: Theater 3 - EMPHASIS ON SAFETY AND LOGISTICS,T3D1,dummyvar,Demographic
Workshop: Theater 3 - EMPHASIS ON SAFETY AND LOGISTICS,T3D2,dummyvar,Demographic
Workshop: Theater 3 - EMPHASIS ON SAFETY AND LOGISTICS,T3D3,dummyvar,Demographic
Workshop: Theater 4 - SUSTAINABILITY IS THE FUTURE,T4A1,dummyvar,Demographic
Workshop: Theater 4 - SUSTAINABILITY IS THE FUTURE,T4A2,dummyvar,Demographic
Workshop: Theater 4 - SUSTAINABILITY IS THE FUTURE,T4A3,dummyvar,Demographic
Workshop: Theater 4 - SUSTAINABILITY IS THE FUTURE,T4B1,dummyvar,Demographic
Workshop: Theater 4 - SUSTAINABILITY IS THE FUTURE,T4B2,dummyvar,Demographic
Workshop: Theater 4 - SUSTAINABILITY IS THE FUTURE,T4B3,dummyvar,Demographic
Workshop: Theater 4 - SUSTAINABILITY IS THE FUTURE,T4C1,dummyvar,Demographic
Workshop: Theater 4 - SUSTAINABILITY IS THE FUTURE,T4C2,dummyvar,Demographic
Workshop: Theater 4 - SUSTAINABILITY IS THE FUTURE,T4C3,dummyvar,Demographic
Workshop: Theater 4 - SUSTAINABILITY IS THE FUTURE,T4D1,dummyvar,Demographic
Workshop: Theater 4 - SUSTAINABILITY IS THE FUTURE,T4D2,dummyvar,Demographic
Workshop: Theater 4 - SUSTAINABILITY IS THE FUTURE,T4D3,dummyvar,Demographic
Workshop: Theater 5 - BUSINESS STRATEGIES & MARKETING STRATEGIES,T5A1,dummyvar,Demographic
Workshop: Theater 5 - BUSINESS STRATEGIES & MARKETING STRATEGIES,T5A2,dummyvar,Demographic
Workshop: Theater 5 - BUSINESS STRATEGIES & MARKETING STRATEGIES,T5A3,dummyvar,Demographic
Workshop: Theater 5 - BUSINESS STRATEGIES & MARKETING STRATEGIES,T5B1,dummyvar,Demographic
Workshop: Theater 5 - BUSINESS STRATEGIES & MARKETING STRATEGIES,T5B2,dummyvar,Demographic
Workshop: Theater 5 - BUSINESS STRATEGIES & MARKETING STRATEGIES,T5B3,dummyvar,Demographic
Workshop: Theater 5 - BUSINESS STRATEGIES & MARKETING STRATEGIES,T5C1,dummyvar,Demographic
Workshop: Theater 5 - BUSINESS STRATEGIES & MARKETING STRATEGIES,T5C2,dummyvar,Demographic
Workshop: Theater 5 - BUSINESS STRATEGIES & MARKETING STRATEGIES,T5C3,dummyvar,Demographic
Workshop: Theater 5 - BUSINESS STRATEGIES & MARKETING STRATEGIES,T5D1,dummyvar,Demographic
Workshop: Theater 5 - BUSINESS STRATEGIES & MARKETING STRATEGIES,T5D2,dummyvar,Demographic
Workshop: Theater 5 - BUSINESS STRATEGIES & MARKETING STRATEGIES,T5D3,dummyvar,Demographic
Workshop: Theater 6 - PROJECT MANAGEMENT,T6A1,dummyvar,Demographic
Workshop: Theater 6 - PROJECT MANAGEMENT,T6A2,dummyvar,Demographic
Workshop: Theater 6 - PROJECT MANAGEMENT,T6A3,dummyvar,Demographic
Workshop: Theater 6 - PROJECT MANAGEMENT,T6B1,dummyvar,Demographic
Workshop: Theater 6 - PROJECT MANAGEMENT,T6B2,dummyvar,Demographic
Workshop: Theater 6 - PROJECT MANAGEMENT,T6B3,dummyvar,Demographic
Workshop: Theater 6 - PROJECT MANAGEMENT,T6C1,dummyvar,Demographic
Workshop: Theater 6 - PROJECT MANAGEMENT,T6C2,dummyvar,Demographic
Workshop: Theater 6 - PROJECT MANAGEMENT,T6C3,dummyvar,Demographic
Workshop: Theater 6 - PROJECT MANAGEMENT,T6D1,dummyvar,Demographic
DTCM Categories - Internal Use Only,SVISPREREG,SVISPREREG,Not Used
DTCM Categories - Internal Use Only,SEXHPREREG,SEXHPREREG,Not Used
DTCM Categories - Internal Use Only,SPLATINUMCL,SPLATINUMCL,Not Used
DTCM Categories - Internal Use Only,SVIPVISITORS,SVIPVISITORS,Not Used
DTCM Categories - Internal Use Only,SSUMMITDELE,SSUMMITDELE,Not Used
DTCM Categories - Internal Use Only,SSPEAKERS,SSPEAKERS,Not Used
DTCM Categories - Internal Use Only,SORGANISER,SORGANISER,Not Used
DTCM Categories - Internal Use Only,SEXHOL,SEXHOL,Not Used
DTCM Categories - Internal Use Only,SOSVIS,SOSVIS,Not Used
DTCM Categories - Internal Use Only,SMEDIA,SMEDIA,Not Used
DTCM Categories - Internal Use Only,SOLVIS,SOLVIS,Not Used
DTCM Categories - Internal Use Only,SVISPREREG2,SVISPREREG2,Not Used
DTCM Categories - Internal Use Only,SPLANB,SPLANB,Not Used
Generic Badges,GVIP,Generic VIP,Not Used
Workshop: Theater 6 - PROJECT MANAGEMENT,T6D2,dummyvar,Demographic
Workshop: Theater 6 - PROJECT MANAGEMENT,T6D3,dummyvar,Demographic
What region do you operate in? - Big5 (Media Onsite Form),BF411,UAE,Not Used
What region do you operate in? - Big5 (Media Onsite Form),BF412,GCC,Not Used
What region do you operate in? - Big5 (Media Onsite Form),BF413,MENA,Not Used
What region do you operate in? - Big5 (Media Onsite Form),BF414,International,Not Used
What region do you operate in? - Big5 (Media Onsite Form),BF419,Other,Not Used
What area of media do you work in? - Big5 (Media Onsite Form),BF511,Journalism,Not Used
What area of media do you work in? - Big5 (Media Onsite Form),BF512,Freelance writing,Not Used
What area of media do you work in? - Big5 (Media Onsite Form),BF513,Radio,Not Used
What area of media do you work in? - Big5 (Media Onsite Form),BF514,TV,Not Used
What area of media do you work in? - Big5 (Media Onsite Form),BF515,Photography,Not Used
What area of media do you work in? - Big5 (Media Onsite Form),BF516,Publishing,Not Used
What area of media do you work in? - Big5 (Media Onsite Form),BF517,PR,Not Used
What area of media do you work in? - Big5 (Media Onsite Form),BF521,Podcast,Not Used
What area of media do you work in? - Big5 (Media Onsite Form),BF522,Social media,Not Used
What area of media do you work in? - Big5 (Media Onsite Form),BF518,Blogging,Not Used
What area of media do you work in? - Big5 (Media Onsite Form),BF519,Videography,Not Used
What area of media do you work in? - Big5 (Media Onsite Form),BF520,Other,Not Used
What topic areas do you cover? - Big5 (Media Onsite Form),BF711,Construction,Not Used
What topic areas do you cover? - Big5 (Media Onsite Form),BF712,Real Estate,Not Used
What topic areas do you cover? - Big5 (Media Onsite Form),BF713,Business & Economy,Not Used
What topic areas do you cover? - Big5 (Media Onsite Form),BF714,Politics,Not Used
What topic areas do you cover? - Big5 (Media Onsite Form),BF715,Arts and style,Not Used
What topic areas do you cover? - Big5 (Media Onsite Form),BF716,Tech & Science,Not Used
What topic areas do you cover? - Construction Big5 (Media Onsite Form),BF711A,MEP Services,Not Used
What topic areas do you cover? - Construction Big5 (Media Onsite Form),BF711B,Building Interiors & Finishes,Not Used
What topic areas do you cover? - Construction Big5 (Media Onsite Form),BF711C,"Building Envelope & Special Construction
",Not Used
What topic areas do you cover? - Construction Big5 (Media Onsite Form),BF711D,Construction Tools & Building Materials,Not Used
What topic areas do you cover? - Construction Big5 (Media Onsite Form),BF711E,Smart Building & Design Technologies,Not Used
Which Big 5 events are you interested in receiving information about: - Big5 (Media Onsite Form),MBF153,The Big 5 Saudi,Not Used
Which Big 5 events are you interested in receiving information about: - Big5 (Media Onsite Form),MBF155,The Big 5 North Africa,Not Used
Which Big 5 events are you interested in receiving information about: - Big5 (Media Onsite Form),MBF167,The Big 5 Kuwait,Not Used
Which Big 5 events are you interested in receiving information about: - Big5 (Media Onsite Form),MBF168,The Big 5 Construct East Africa,Not Used
Which Big 5 events are you interested in receiving information about: - Big5 (Media Onsite Form),MBF169,The Big 5 Indonesia,Not Used
Which Big 5 events are you interested in receiving information about: - Big5 (Media Onsite Form),MBF166,The Big 5,Not Used
Which Big 5 events are you interested in receiving information about: - Big5 (Media Onsite Form),MBF170,The Big 5 Construct India,Not Used
Which Big 5 events are you interested in receiving information about: - Big5 (Media Onsite Form),MBF174,None of the above,Not Used
Attendance,BATTD1,BIG5: Attended on Day 1,Not Used
Attendance,BATTD2,BIG5: Attended on Day 2,Not Used
Attendance,BATTD3,BIG5: Attended on Day 3,Not Used
Attendance,BATTD4,BIG5: Attended on Day 4,Not Used
Attendance,MATTD1,MEC: Attended on Day 1,Not Used
Attendance,MATTD2,MEC: Attended on Day 2,Not Used
Attendance,MATTD3,MEC: Attended on Day 3,Not Used
Attendance,MATTD4,MEC: Attended on Day 4,Not Used
Crossover Attendance,MXO2BD1,BIG5: Crossover from MEC to BIG5 on Day 1,Not Used
Crossover Attendance,MXO2BD2,BIG5: Crossover from MEC to BIG5 on Day 2,Not Used
Crossover Attendance,MXO2BD3,BIG5: Crossover from MEC to BIG5 on Day 3,Not Used
Crossover Attendance,MXO2BD4,BIG5: Crossover from MEC to BIG5 on Day 4,Not Used
Crossover Attendance,BXO2MD1,MEC: Crossover from BIG5 to MEC Day 1,Not Used
Crossover Attendance,BXO2MD2,MEC: Crossover from BIG5 to MEC Day 2,Not Used
Crossover Attendance,BXO2MD3,MEC: Crossover from BIG5 to MEC Day 3,Not Used
Crossover Attendance,BXO2MD4,MEC: Crossover from BIG5 to MEC Day 4,Not Used
MEC: Station Names,MCERT1,MECPMV: MEC E132 Stand - MCERT1,Not Used
MEC: Station Names,MCERT2,MECPMV: MEC E132 Stand - MCERT2,Not Used
MEC: Station Names,MCERT3,MECPMV: MEC E132 Stand - MCERT3,Not Used
MEC: Station Names,Z6PR1,MECPMV: Zabeel 6 Pre-Reg 1,Not Used
MEC: Station Names,Z6PR2,MECPMV: Zabeel 6 Pre-Reg 2,Not Used
MEC: Station Names,Z6PR3,MECPMV: Zabeel 6 Pre-Reg 3,Not Used
MEC: Station Names,Z6PR4,MECPMV: Zabeel 6 Pre-Reg 4,Not Used
MEC: Station Names,,New Question,Not Used
MEC: Station Names,SVR10,CPD2 - SVR10,Not Used
MEC: Station Names,SVR10,SVR10 - CPD2,Not Used
MEC: Station Names,DUBAI09,MECPMV: DUBAI09 - Backup Server,Not Used
MEC: Station Names,DUBAI10,MECPMV: DUBAI10 - Main Server,Not Used
MEC: Station Names,CHLOE-HP,MECPMV: CHLOE-HP,Not Used
MEC: Station Names,Z4PR1,MECPMV: Zabeel 4 Pre-Reg 1,Not Used
MEC: Station Names,Z4PR2,MECPMV: Zabeel 4 Pre-Reg 2,Not Used
MEC: Station Names,Z4PR3,MECPMV: Zabeel 4 Pre-Reg 3,Not Used
MEC: Station Names,Z4PR4,MECPMV: Zabeel 4 Pre-Reg 4,Not Used
MEC: Station Names,Z5ONS1,MECPMV: Zabeel 5 Onsite 1,Not Used
MEC: Station Names,Z5ONS2,MECPMV: Zabeel 5 Onsite 2,Not Used
MEC: Station Names,Z5ONS3,MECPMV: Zabeel 5 Onsite 3,Not Used
MEC: Station Names,Z5ONS4,MECPMV: Zabeel 5 Onsite 4,Not Used
MEC: Station Names,Z6EXH1,MECPMV: Zabeel 6 Exhibitor 1,Not Used
MEC: Station Names,Z6EXH2,MECPMV: Zabeel 6 Exhibitor 2,Not Used
MEC: Station Names,Z6EXH3,MECPMV: Zabeel 6 Exhibitor 3,Not Used
MEC: Station Names,Z6EXH4,MECPMV: Zabeel 6 Exhibitor 4,Not Used
MEC: Station Names,MCPD1,MECPMV: MEC E132 Stand - CPD1,Not Used
MEC: Station Names,MCPD2,MECPMV: MEC E132 Stand - CPD2,Not Used
MEC: Station Names,MCPD3,MECPMV: MEC E132 Stand - CPD3,Not Used
BIG5: Station Names,CGPC1,Convention Gate - Platinum Club,Not Used
BIG5: Station Names,CGPC2,Convention Gate - Platinum Club,Not Used
BIG5: Station Names,CGVIP2,Convention Gate - VIP,Not Used
BIG5: Station Names,CGONS1,Convention Gate - Onsite,Not Used
BIG5: Station Names,CGONS2,Convention Gate - Onsite,Not Used
BIG5: Station Names,CGONS3,Convention Gate - Onsite,Not Used
BIG5: Station Names,CGONS4,Convention Gate - Onsite,Not Used
BIG5: Station Names,CGONS5,Convention Gate - Onsite,Not Used
BIG5: Station Names,CGFT1,Convention Gate - Fast Track,Not Used
BIG5: Station Names,CGFT2,Convention Gate - Fast Track,Not Used
BIG5: Station Names,CGFT3,Convention Gate - Fast Track,Not Used
BIG5: Station Names,CGFT4,Convention Gate - Fast Track,Not Used
BIG5: Station Names,CGFT5,Convention Gate - Fast Track,Not Used
BIG5: Station Names,CGFT6,Convention Gate - Fast Track,Not Used
BIG5: Station Names,CGFT7,Convention Gate - Fast Track,Not Used
BIG5: Station Names,CGFT8,Convention Gate - Fast Track,Not Used
BIG5: Station Names,CGFT9,Convention Gate - Fast Track,Not Used
BIG5: Station Names,CGFT10,Convention Gate - Fast Track,Not Used
BIG5: Station Names,RBVIP1,Rashid Balcony - VIP,Not Used
BIG5: Station Names,RBVIP2,Rashid Balcony - VIP,Not Used
BIG5: Station Names,RBMED1,Rashid Balcony - Media,Not Used
BIG5: Station Names,RBMED2,Rashid Balcony - Media,Not Used
BIG5: Station Names,AWVIP1,Al Wasl - VIP,Not Used
BIG5: Station Names,AWONS1,Al Wasl - Onsite,Not Used
BIG5: Station Names,AWONS2,Al Wasl - Onsite,Not Used
BIG5: Station Names,AWONS3,Al Wasl - Onsite,Not Used
BIG5: Station Names,AWONS4,Al Wasl - Onsite,Not Used
BIG5: Station Names,AWONS5,Al Wasl - Onsite,Not Used
BIG5: Station Names,AWONS6,Al Wasl - Onsite,Not Used
BIG5: Station Names,AWONS7,Al Wasl - Onsite,Not Used
BIG5: Station Names,AWONS8,Al Wasl - Onsite,Not Used
BIG5: Station Names,AWFT1,Al Wasl - Fast Track,Not Used
BIG5: Station Names,AWFT2,Al Wasl - Fast Track,Not Used
BIG5: Station Names,AWFT3,Al Wasl - Fast Track,Not Used
BIG5: Station Names,AWFT4,Al Wasl - Fast Track,Not Used
BIG5: Station Names,AWFT5,Al Wasl - Fast Track,Not Used
BIG5: Station Names,AWFT6,Al Wasl - Fast Track,Not Used
BIG5: Station Names,AWFT7,Al Wasl - Fast Track,Not Used
BIG5: Station Names,AWFT8,Al Wasl - Fast Track,Not Used
BIG5: Station Names,AWFT9,Al Wasl - Fast Track,Not Used
BIG5: Station Names,AWFT10,Al Wasl - Fast Track,Not Used
BIG5: Station Names,AWFT11,Al Wasl - Fast Track,Not Used
BIG5: Station Names,AWFT12,Al Wasl - Fast Track,Not Used
BIG5: Station Names,AWFT13,Al Wasl - Fast Track,Not Used
BIG5: Station Names,AWFT14,Al Wasl - Fast Track,Not Used
BIG5: Station Names,AWFT15,Al Wasl - Fast Track,Not Used
BIG5: Station Names,AWFT16,Al Wasl - Fast Track,Not Used
BIG5: Station Names,AWFT17,Al Wasl - Fast Track,Not Used
BIG5: Station Names,SMFT1,Saeed Main - Fast Track,Not Used
BIG5: Station Names,SMFT2,Saeed Main - Fast Track,Not Used
BIG5: Station Names,SMFT3,Saeed Main - Fast Track,Not Used
BIG5: Station Names,SMFT4,Saeed Main - Fast Track,Not Used
BIG5: Station Names,SMFT5,Saeed Main - Fast Track,Not Used
BIG5: Station Names,SMFT6,Saeed Main - Fast Track,Not Used
BIG5: Station Names,SMFT7,Saeed Main - Fast Track,Not Used
BIG5: Station Names,SMFT8,Saeed Main - Fast Track,Not Used
BIG5: Station Names,SMFT9,Saeed Main - Fast Track,Not Used
BIG5: Station Names,SMFT10,Saeed Main - Fast Track,Not Used
BIG5: Station Names,SS2EXH1,Sheikh Saeed 2 Foyer - Exhibitor,Not Used
BIG5: Station Names,SS2EXH2,Sheikh Saeed 2 Foyer - Exhibitor,Not Used
BIG5: Station Names,SS2EXH3,Sheikh Saeed 2 Foyer - Exhibitor,Not Used
BIG5: Station Names,SS2EXH4,Sheikh Saeed 2 Foyer - Exhibitor,Not Used
BIG5: Station Names,SS2EXH5,Sheikh Saeed 2 Foyer - Exhibitor,Not Used
BIG5: Station Names,SS2EXH6,Sheikh Saeed 2 Foyer - Exhibitor,Not Used
BIG5: Station Names,SS2EXH7,Sheikh Saeed 2 Foyer - Exhibitor,Not Used
BIG5: Station Names,SS2EXH8,Sheikh Saeed 2 Foyer - Exhibitor,Not Used
BIG5: Station Names,SS2EXH9,Sheikh Saeed 2 Foyer - Exhibitor,Not Used
BIG5: Station Names,SS2EXH10,Sheikh Saeed 2 Foyer - Exhibitor,Not Used
BIG5: Station Names,SS1PC1,Sheikh Saeed 1 Marketing Suite - Platinum Club,Not Used
BIG5: Station Names,SS1PC2,Sheikh Saeed 1 Marketing Suite - Platinum Club,Not Used
BIG5: Station Names,SS1PC3,Sheikh Saeed 1 Marketing Suite - Platinum Club,Not Used
BIG5: Station Names,CC1FT1,Concourse 1 Dubai Bank - Fast Track,Not Used
BIG5: Station Names,CC1FT2,Concourse 1 Dubai Bank - Fast Track,Not Used
BIG5: Station Names,CC1FT3,Concourse 1 Dubai Bank - Fast Track,Not Used
BIG5: Station Names,CC1FT4,Concourse 1 Dubai Bank - Fast Track,Not Used
BIG5: Station Names,CC1EXH1,Concourse 1 Dubai Bank - Exhibitor,Not Used
BIG5: Station Names,CC1EXH2,Concourse 1 Dubai Bank - Exhibitor,Not Used
BIG5: Station Names,Z1VIP1,Zabeel 1 - VIP,Not Used
BIG5: Station Names,Z1ONS1,Zabeel 1 - Onsite,Not Used
BIG5: Station Names,Z1ONS2,Zabeel 1 - Onsite,Not Used
BIG5: Station Names,Z1FT1,Zabeel 1 - Fast Track,Not Used
BIG5: Station Names,Z1FT2,Zabeel 1 - Fast Track,Not Used
BIG5: Station Names,Z1FT3,Zabeel 1 - Fast Track,Not Used
BIG5: Station Names,BCPD1,Zabeel Link 1 - CPD ,Not Used
BIG5: Station Names,BCPD2,Zabeel Link 1 - CPD ,Not Used
BIG5: Station Names,BCPD3,Zabeel Link 1 - CPD ,Not Used
BIG5: Station Names,BCPD4,Zabeel Link 1 - CPD ,Not Used
BIG5: Station Names,BCPD5,Zabeel Link 1 - CPD ,Not Used
BIG5: Station Names,BCPD6,Zabeel Link 1 - CPD ,Not Used
BIG5: Station Names,ZL1COR1,Zabeel Link 1 - Correction,Not Used
BIG5: Station Names,ZL1COR2,Zabeel Link 1 - Correction,Not Used
BIG5: Station Names,EGGAIA1,Exhibition Gate - GAIA,Not Used
BIG5: Station Names,EGGAIA2,Exhibition Gate - GAIA,Not Used
BIG5: Station Names,EGGAIA3,Exhibition Gate - GAIA,Not Used
BIG5: Station Names,EGGAIA4,Exhibition Gate - GAIA,Not Used
BIG5: Station Names,EGGAIA5,Exhibition Gate - GAIA,Not Used
BIG5: Station Names,EGGAIA6,Exhibition Gate - GAIA,Not Used
X Codes,XVIS,X Coded Visitor,Not Used
X Codes,XBIG,X Coded Big 5,Not Used
X Codes,XMEC,X Coded MEC,Not Used
X Codes,XPC,X Coded PC,Not Used
X Codes,XVIP,X Coded VIP,Not Used
X Codes,XDEL,X Coded Delegate,Not Used
X Codes,XMED,X Coded Media,Not Used
X Codes,XSPK,X Coded Speaker,Not Used
X Codes,XORG,X Coded Organizer,Not Used
X Codes,XEXH,X Coded Exhibitor,Not Used
X Codes,XNTRAD,X Coded Non Trade,Not Used
X Codes,XSTU,X Coded Student,Not Used
X Codes,XP16BIG,X Coded P16BIG,Not Used
X Codes,XP16MEC,X Coded P16MEC,Not Used
X Codes,XBATTD1,X Coded BATTD1,Not Used
X Codes,XBATTD2,X Coded BATTD2,Not Used
Unidentified Codes,TRUE,TRUE,Not Used
Unidentified Codes,INVR,INVR,Not Used
Unidentified Codes,BF46,BF46,Not Used
Unidentified Codes,BF44,BF44,Not Used
Unidentified Codes,BF71K,BF71K,Not Used
Unidentified Codes,BF71I,BF71I,Not Used
Unidentified Codes,EXPORT,EXPORT,Not Used
Unidentified Codes,ORE,ORE,Not Used
BIG5: Session Attendance,BIGSE1ATTD,Keys to resolving the inevitable construction dispute,Not Used
BIG5: Session Attendance,BIGSE2ATTD,Condition of assets a growing concern,Not Used
BIG5: Session Attendance,BIGSE3ATTD,BIM as information management and design process,Not Used
BIG5: Session Attendance,BIGSE4ATTD,Architectural Advancement: Creating an Iconic Development,Not Used
BIG5: Session Attendance,BIGSE5ATTD,Zero Carbon Buildings: Management of Design and Construction,Not Used
BIG5: Session Attendance,BIGSE6ATTD,Implementation Practical Risk Management for Mega Construction Projects: Project Management,Not Used
BIG5: Session Attendance,BIGSE7ATTD,Refurbishment Engineering and Sustainability,Not Used
BIG5: Session Attendance,BIGSE8ATTD,Construction Quality Management,Not Used
BIG5: Session Attendance,BIGSE9ATTD,Good practice during work at quarries,Not Used
BIG5: Session Attendance,BIGSE10ATTD,How BIM is transforming the construction industry,Not Used
BIG5: Session Attendance,BIGSE11ATTD,Adaptive Architecture: convertible structures,Not Used
BIG5: Session Attendance,BIGSE12ATTD,The Importance of Reserve Fund Studies in Protecting Property Value,Not Used
BIG5: Session Attendance,BIGSE13ATTD,Sidestep Complexity,Not Used
BIG5: Session Attendance,BIGSE14ATTD,LEED for Building Owners and Client Representatives,Not Used
BIG5: Session Attendance,BIGSE15ATTD,How to import and export from the U.K & Europe,Not Used
BIG5: Session Attendance,BIGSE16ATTD,Driving Culture change through Leadership,Not Used
BIG5: Session Attendance,BIGSE17ATTD,"BIM there, done that",Not Used
BIG5: Session Attendance,BIGSE18ATTD,Improving Facade performance through design,Not Used
BIG5: Session Attendance,BIGSE19ATTD,Importance of energy audits and energy reduction strategies,Not Used
BIG5: Session Attendance,BIGSE20ATTD,How to make PMOs critical to Business: The Business PMO,Not Used
BIG5: Session Attendance,BIGSE21ATTD,LEED for Contractors,Not Used
BIG5: Session Attendance,BIGSE22ATTD,Sustainability for C-level Executive,Not Used
BIG5: Session Attendance,BIGSE23ATTD,All you need to know about the new UAE Fire Code,Not Used
BIG5: Session Attendance,BIGSE24ATTD,BIM for Coordination - from Concept to Construction,Not Used
BIG5: Session Attendance,BIGSE25ATTD,"Transformation, Translation and Representation",Not Used
BIG5: Session Attendance,BIGSE26ATTD,Leapfrogging the residential new construction industry in the GCC to a sustainable future,Not Used
BIG5: Session Attendance,BIGSE27ATTD,Is every request from business a project?,Not Used
BIG5: Session Attendance,BIGSE28ATTD,Labor and Employment Issues,Not Used
BIG5: Session Attendance,BIGSE29ATTD,Defining Health & Safety Leadership Behaviors,Not Used
BIG5: Session Attendance,BIGSE30ATTD,The BIM 4D modeling though the project life cycle,Not Used
BIG5: Session Attendance,BIGSE31ATTD,Sustainability Beyond Design,Not Used
BIG5: Session Attendance,BIGSE32ATTD,Indoor Environmental Quality (IEQ) Strategies for LEED v4,Not Used
BIG5: Session Attendance,BIGSE33ATTD,BIM Between Theory and Practice,Not Used
BIG5: Session Attendance,BIGSE34ATTD,Establishing a Difference that can be preserved,Not Used
BIG5: Session Attendance,BIGSE35ATTD,Do Complex Innovative Building Envelopes Comprise Health & Safety?,Not Used
BIG5: Session Attendance,BIGSE36ATTD,IoT-izing The Construction Industry,Not Used
BIG5: Session Attendance,BIGSE37ATTD,Smart Construction & Architecture,Not Used
BIG5: Session Attendance,BIGSE38ATTD,Energy and Atmosphere Strategies for LEED v4,Not Used
BIG5: Session Attendance,BIGSE39ATTD,Leadership to Drive Projects and Project Management Career to Effective Change,Not Used
BIG5: Session Attendance,BIGSE40ATTD,How to do Business in the UAE,Not Used
BIG5: Session Attendance,BIGSE41ATTD,Social Media in the Contruction Field,Not Used
BIG5: Session Attendance,BIGSE42ATTD,SCM Contribution to Successful Project Management & Analyzing The extensive Project Pipeline,Not Used
BIG5: Session Attendance,BIGSE43ATTD,BIM Case study of office with warehouse,Not Used
BIG5: Session Attendance,BIGSE44ATTD,Efficient and sustainable cooling,Not Used
BIG5: Session Attendance,BIGSE45ATTD,Sustainability Vs. Life Riddles,Not Used
BIG5: Session Attendance,BIGSE46ATTD,Controlling Productivity,Not Used
BIG5: Session Attendance,BIGSE47ATTD,Recognizing PPP as a driver for sustainable infrastructure industry,Not Used
BIG5: Session Attendance,BIGSE48ATTD,,Not Used
BIG5: Session Attendance,BIGSE49ATTD,Integrating Material and Textural Information for As-Built BIM Using IR Sensing,Not Used
BIG5: Session Attendance,BIGSE50ATTD,Significance of MEP - What's next for District Cooling?,Not Used
BIG5: Session Attendance,BIGSE51ATTD,Evaluating the impact and application of sustainable development in the GCCs,Not Used
BIG5: Session Attendance,BIGSE52ATTD,Intrapreneurship - Need of the Hour in Program Management,Not Used
BIG5: Session Attendance,BIGSE53ATTD,How to use licensing to sell your products,Not Used
BIG5: Session Attendance,BIGSE54ATTD,IOT & Drones Logistics Technologies in Construction,Not Used
BIG5: Session Attendance,BIGSE55ATTD,Bim4Analysis,Not Used
BIG5: Session Attendance,BIGSE56ATTD,Energy Efficient HVAC System's for Healthcare,Not Used
BIG5: Session Attendance,BIGSE57ATTD,Layering the Future,Not Used
BIG5: Session Attendance,BIGSE58ATTD,Construction Projects and their impact on project's constraints,Not Used
BIG5: Session Attendance,BIGSE59ATTD,Effective Marketing strategies in the Construction Industry,Not Used
BIG5: Session Attendance,BIGSE60ATTD,Supply-chain management in construction industry,Not Used
BIG5: Session Attendance,BIGSE61ATTD,What's wrong with BIM? - Challenges in the Adoption of a new Planning Paradigm,Not Used
BIG5: Session Attendance,BIGSE62ATTD,MEP in transport Infrastructure,Not Used
BIG5: Session Attendance,BIGSE63ATTD,Business Opportunitires and growth areas in the Construction Industry in today's New Normal,Not Used
BIG5: Session Attendance,BIGSE64ATTD,InstitutionalizingProject Management,Not Used
