"","Card.Number","Date","flow","day"
"112","3302023497",2017-09-20,"Yummex",4
"113","3302023498",2017-09-20,"Yummex-Gulf Host",4
"114","3302023499",2017-09-18,"Yummex",2
"115","3302023499",2017-09-20,"Yummex",4
"116","3302023500",2017-09-20,"Yummex",4
"117","3302023503",2017-09-18,"Yummex",2
"118","3302023503",2017-09-19,"Yummex-Gulf Host-Crossover into Hotel / Leisure-Gulf Host",3
"119","3302023503",2017-09-20,"Yummex",4
"120","3302023504",2017-09-18,"Yummex",2
"121","3302023504",2017-09-19,"Yummex-Gulf Host-Crossover into Hotel / Leisure-Gulf Host",3
"122","3302023504",2017-09-20,"Yummex",4
"123","3302023506",2017-09-20,"Yummex",4
"124","3302023507",2017-09-19,"Yummex",3
"125","3302023508",2017-09-19,"Gulf Host",3
"126","3302023510",2017-09-18,"Gulf Host-Yummex",2
"127","3302023511",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure-Gulf Host",3
"128","3302023511",2017-09-20,"Gulf Host",4
"129","3302023512",2017-09-18,"Gulf Host-Yummex",2
"130","3302023516",2017-09-19,"Crossover into Hotel / Leisure-Yummex",3
"131","3302023517",2017-09-19,"Crossover into Hotel / Leisure-Yummex",3
"132","3302023520",2017-09-20,"Yummex",4
"133","3302023522",2017-09-19,"Crossover into Hotel / Leisure",3
"134","3302023522",2017-09-20,"Yummex",4
"135","3302025732",2017-09-19,"Yummex",3
"136","3302025743",2017-09-19,"Yummex",3
"137","3302025744",2017-09-18,"Gulf Host",2
"138","3302025744",2017-09-20,"Gulf Host",4
"139","3302025757",2017-09-18,"Gulf Host",2
"140","3302025758",2017-09-19,"Yummex",3
"141","3302025787",2017-09-20,"Yummex-Seafex",4
"142","3302025790",2017-09-20,"Yummex-Seafex",4
"143","3302025792",2017-09-19,"Crossover into Hotel / Leisure-Gulf Host",3
"144","3302025792",2017-09-20,"Yummex-Gulf Host",4
"145","3302025793",2017-09-20,"Yummex",4
"146","3302025794",2017-09-19,"Crossover into Hotel / Leisure-Gulf Host",3
"147","3302025794",2017-09-20,"Yummex",4
"148","3302026338",2017-09-19,"Gulf Host",3
"149","3302026339",2017-09-20,"Yummex",4
"150","3302026343",2017-09-20,"Yummex",4
"151","3302026344",2017-09-18,"Yummex",2
"152","3302026344",2017-09-19,"Yummex-Crossover into Hotel / Leisure",3
"153","3302026344",2017-09-20,"Gulf Host-Yummex",4
"154","3302026514",2017-09-19,"Yummex",3
"155","3302026515",2017-09-20,"Yummex",4
"156","3302026518",2017-09-19,"Gulf Host",3
"157","3302026525",2017-09-18,"Gulf Host",2
"158","3302026525",2017-09-20,"Gulf Host",4
"159","3302027387",2017-09-18,"Gulf Host",2
"160","3302027400",2017-09-18,"Gulf Host-Yummex-Gulf Host-Yummex",2
"161","3302027400",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"162","3302027400",2017-09-20,"Gulf Host-Yummex-Gulf Host",4
"163","3302027420",2017-09-18,"Gulf Host-Yummex",2
"164","3302027420",2017-09-20,"Gulf Host",4
"165","3302027449",2017-09-18,"Gulf Host",2
"166","3302027622",2017-09-19,"Gulf Host",3
"167","3302027622",2017-09-20,"Gulf Host-Yummex-Gulf Host",4
"168","3302027702",2017-09-18,"Gulf Host",2
"169","3302027768",2017-09-18,"Gulf Host",2
"170","3302027827",2017-09-19,"Gulf Host",3
"171","3302027827",2017-09-20,"Gulf Host",4
"172","3302027828",2017-09-18,"Gulf Host-Yummex",2
"173","3302027835",2017-09-18,"Gulf Host-Yummex-Gulf Host",2
"174","3302027840",2017-09-18,"Gulf Host-Yummex-Gulf Host",2
"175","3302027937",2017-09-18,"Yummex",2
"176","3302027950",2017-09-18,"Gulf Host",2
"177","3302028021",2017-09-20,"Yummex",4
"178","3302028468",2017-09-18,"Yummex-Gulf Host",2
"179","3302028468",2017-09-19,"Gulf Host",3
"180","3302028569",2017-09-18,"Yummex",2
"181","3302028638",2017-09-18,"Yummex",2
"182","3302028638",2017-09-20,"Yummex",4
"183","3302028716",2017-09-18,"Gulf Host",2
"184","3302028717",2017-09-18,"Gulf Host",2
"185","3302028750",2017-09-18,"The Specialty Food Festival",2
"186","3302028780",2017-09-18,"Yummex-The Specialty Food Festival",2
"187","3302028839",2017-09-19,"Gulf Host",3
"188","3302028890",2017-09-19,"Gulf Host",3
"189","3302028890",2017-09-20,"Gulf Host",4
"190","3302028960",2017-09-18,"Yummex",2
"191","3302028962",2017-09-19,"Crossover into Hotel / Leisure",3
"192","3302029168",2017-09-18,"Yummex",2
"193","3302029246",2017-09-18,"Gulf Host",2
"194","3302029252",2017-09-18,"Gulf Host",2
"195","3302029403",2017-09-20,"Gulf Host",4
"196","3302029424",2017-09-18,"Yummex-Gulf Host",2
"197","3302029486",2017-09-18,"Yummex",2
"198","3302029579",2017-09-18,"Gulf Host",2
"199","3302030242",2017-09-19,"Yummex",3
"200","3302030254",2017-09-19,"Gulf Host",3
"201","3302030260",2017-09-19,"Gulf Host",3
"202","3302030327",2017-09-19,"Crossover into Hotel / Leisure",3
"203","3302030332",2017-09-19,"Crossover into Hotel / Leisure",3
"204","3302030355",2017-09-19,"Yummex",3
"205","3302030386",2017-09-19,"Gulf Host",3
"206","3302030392",2017-09-19,"Gulf Host",3
"207","3302030502",2017-09-19,"Crossover into Hotel / Leisure-Seafex",3
"208","3302030502",2017-09-20,"Gulf Host",4
"209","3302030790",2017-09-19,"Yummex",3
"210","3302031036",2017-09-19,"Crossover into Hotel / Leisure",3
"211","3302031471",2017-09-19,"Crossover into Hotel / Leisure",3
"212","3302031477",2017-09-19,"Crossover into Hotel / Leisure",3
"213","3302031477",2017-09-20,"Yummex",4
"214","3302031657",2017-09-19,"Gulf Host",3
"215","3302032038",2017-09-19,"The Specialty Food Festival",3
"216","3302032073",2017-09-19,"Crossover into Hotel / Leisure-Gulf Host",3
"217","3302032074",2017-09-19,"Crossover into Hotel / Leisure-Gulf Host",3
"218","3302032136",2017-09-20,"Yummex-Gulf Host",4
"219","3302032499",2017-09-20,"Yummex-Gulf Host-Yummex",4
"220","3302032648",2017-09-20,"Gulf Host-Yummex",4
"221","3302032691",2017-09-20,"Gulf Host",4
"222","3302032692",2017-09-20,"Gulf Host-Yummex-Gulf Host",4
"223","3302032717",2017-09-20,"Gulf Host",4
"224","3302032729",2017-09-20,"Gulf Host-Yummex",4
"225","3302032738",2017-09-20,"Yummex",4
"226","3302032741",2017-09-20,"Gulf Host-Yummex",4
"227","3302032756",2017-09-20,"Yummex",4
"228","3302032769",2017-09-20,"Yummex",4
"229","3302032776",2017-09-20,"Yummex",4
"230","3302032909",2017-09-20,"Gulf Host-Yummex-The Specialty Food Festival",4
"231","3302032923",2017-09-20,"Yummex",4
"232","3302032924",2017-09-20,"Yummex",4
"233","3302032970",2017-09-20,"Gulf Host-Seafex",4
"234","3302032979",2017-09-20,"Yummex",4
"235","3302033116",2017-09-20,"Gulf Host-Yummex",4
"236","3302033120",2017-09-20,"Yummex",4
"237","3302033127",2017-09-20,"Gulf Host",4
"238","3302033149",2017-09-20,"Yummex-Gulf Host",4
"239","3302033186",2017-09-20,"Yummex-Gulf Host",4
"240","3302033299",2017-09-20,"Yummex",4
"241","3302033492",2017-09-20,"Gulf Host",4
"242","3302033524",2017-09-20,"Yummex",4
"243","3302033531",2017-09-20,"Yummex",4
"244","3302033540",2017-09-20,"Gulf Host",4
"245","3302033546",2017-09-20,"Yummex",4
"246","3302033553",2017-09-20,"Gulf Host",4
"247","3302033558",2017-09-20,"Gulf Host",4
"248","3302923437",2017-09-20,"Yummex",4
"249","3303023337",2017-09-19,"Gulf Host",3
"250","3303023337",2017-09-20,"Yummex",4
"251","3303023524",2017-09-20,"Yummex",4
"252","3303023530",2017-09-18,"Gulf Host",2
"253","3303023530",2017-09-19,"Gulf Host-Yummex-Gulf Host",3
"254","3303023530",2017-09-20,"Gulf Host",4
"255","3303023532",2017-09-19,"Yummex",3
"256","3303023534",2017-09-19,"Gulf Host",3
"257","3303023536",2017-09-18,"Gulf Host",2
"258","3303023536",2017-09-19,"Gulf Host-Yummex-Gulf Host",3
"259","3303023536",2017-09-20,"Gulf Host",4
"260","3303023537",2017-09-19,"Crossover into Hotel / Leisure",3
"261","3303023539",2017-09-19,"Gulf Host",3
"262","3303023540",2017-09-19,"Crossover into Hotel / Leisure",3
"263","3303023540",2017-09-20,"Yummex",4
"264","3303023543",2017-09-19,"Crossover into Hotel / Leisure",3
"265","3303023543",2017-09-20,"Yummex",4
"266","3303023545",2017-09-20,"Gulf Host",4
"267","3303023551",2017-09-19,"Gulf Host",3
"268","3303023553",2017-09-19,"Gulf Host",3
"269","3303023555",2017-09-18,"Yummex",2
"270","3303023555",2017-09-20,"Gulf Host",4
"271","3303023562",2017-09-18,"Gulf Host",2
"272","3303023562",2017-09-19,"Gulf Host",3
"273","3303023562",2017-09-20,"Gulf Host",4
"274","3303023563",2017-09-19,"Gulf Host",3
"275","3303023563",2017-09-20,"Gulf Host",4
"276","3303023564",2017-09-19,"Gulf Host",3
"277","3303023564",2017-09-20,"Gulf Host",4
"278","3303023565",2017-09-18,"Yummex",2
"279","3303023565",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"280","3303023566",2017-09-19,"Gulf Host",3
"281","3303023567",2017-09-20,"Yummex",4
"282","3303023568",2017-09-19,"Gulf Host",3
"283","3303023568",2017-09-20,"Gulf Host",4
"284","3303023570",2017-09-19,"Crossover into Hotel / Leisure",3
"285","3303023570",2017-09-20,"Yummex",4
"286","3303023572",2017-09-18,"Gulf Host",2
"287","3303023572",2017-09-19,"Gulf Host",3
"288","3303023572",2017-09-20,"Gulf Host",4
"289","3303023573",2017-09-20,"Yummex",4
"290","3303023578",2017-09-19,"Crossover into Hotel / Leisure",3
"291","3303023578",2017-09-20,"Yummex",4
"292","3303023580",2017-09-20,"Yummex",4
"293","3303023582",2017-09-20,"Yummex",4
"294","3303023589",2017-09-19,"Yummex",3
"295","3303023590",2017-09-18,"Yummex",2
"296","3303023597",2017-09-20,"Yummex",4
"297","3303023662",2017-09-18,"Crossover into Hotel / Leisure",2
"298","3303023886",2017-09-19,"Crossover into Hotel / Leisure",3
"299","3303023887",2017-09-19,"Crossover into Hotel / Leisure",3
"300","3303023888",2017-09-19,"Crossover into Hotel / Leisure",3
"301","3303023889",2017-09-19,"Crossover into Hotel / Leisure",3
"302","3303023915",2017-09-20,"Yummex",4
"303","3303023917",2017-09-20,"Yummex",4
"304","3303023922",2017-09-20,"Gulf Host-Yummex",4
"305","3303023923",2017-09-20,"Gulf Host-Yummex",4
"306","3303023924",2017-09-20,"Gulf Host-Yummex",4
"307","3303023925",2017-09-20,"Gulf Host",4
"308","3303023926",2017-09-19,"Crossover into Hotel / Leisure",3
"309","3303023927",2017-09-19,"Crossover into Hotel / Leisure",3
"310","3303023928",2017-09-19,"Crossover into Hotel / Leisure",3
"311","3303023929",2017-09-19,"Crossover into Hotel / Leisure",3
"312","3303023944",2017-09-18,"Gulf Host-Yummex",2
"313","3303023944",2017-09-19,"Crossover into Hotel / Leisure-Gulf Host",3
"314","3303023945",2017-09-18,"Yummex",2
"315","3303023945",2017-09-19,"Crossover into Hotel / Leisure",3
"316","3303023945",2017-09-20,"Yummex",4
"317","3303023946",2017-09-19,"Yummex-Gulf Host",3
"318","3303023946",2017-09-20,"Gulf Host",4
"319","3303023948",2017-09-19,"Crossover into Hotel / Leisure-Gulf Host",3
"320","3303023948",2017-09-20,"Gulf Host",4
"321","3303023949",2017-09-20,"Yummex",4
"322","3303023950",2017-09-18,"Gulf Host",2
"323","3303023950",2017-09-20,"Gulf Host",4
"324","3303023952",2017-09-18,"Yummex",2
"325","3303023952",2017-09-20,"Yummex",4
"326","3303023954",2017-09-18,"Yummex",2
"327","3303023955",2017-09-18,"Yummex",2
"328","3303023955",2017-09-20,"Gulf Host",4
"329","3303023960",2017-09-19,"Crossover into Hotel / Leisure-Gulf Host",3
"330","3303023964",2017-09-19,"Gulf Host",3
"331","3303023964",2017-09-20,"Gulf Host",4
"332","3303023966",2017-09-19,"Crossover into Hotel / Leisure",3
"333","3303023968",2017-09-18,"Gulf Host",2
"334","3303023973",2017-09-18,"Yummex",2
"335","3303023973",2017-09-19,"Gulf Host",3
"336","3303023983",2017-09-18,"Yummex",2
"337","3303023983",2017-09-20,"Yummex",4
"338","3303023984",2017-09-18,"Gulf Host",2
"339","3303023984",2017-09-19,"Crossover into Hotel / Leisure",3
"340","3303023987",2017-09-20,"Yummex",4
"341","3303023990",2017-09-18,"Yummex",2
"342","3303023990",2017-09-19,"Yummex-Crossover into Hotel / Leisure",3
"343","3303023990",2017-09-20,"Yummex",4
"344","3303023991",2017-09-18,"Gulf Host",2
"345","3303023991",2017-09-19,"Gulf Host-Yummex-Gulf Host-Crossover into Hotel / Leisure",3
"346","3303023991",2017-09-20,"Gulf Host-Yummex-Gulf Host",4
"347","3303023992",2017-09-18,"Gulf Host",2
"348","3303023992",2017-09-19,"Gulf Host",3
"349","3303023992",2017-09-20,"Gulf Host",4
"350","3303023993",2017-09-18,"Gulf Host",2
"351","3303023993",2017-09-19,"Yummex",3
"352","3303023993",2017-09-20,"Gulf Host",4
"353","3303023999",2017-09-19,"Yummex-Gulf Host",3
"354","3303023999",2017-09-20,"Gulf Host",4
"355","3303024001",2017-09-18,"Yummex",2
"356","3303024002",2017-09-19,"Yummex",3
"357","3303024077",2017-09-19,"Gulf Host",3
"358","3303024086",2017-09-18,"Yummex",2
"359","3303024086",2017-09-19,"Yummex-Crossover into Hotel / Leisure",3
"360","3303024086",2017-09-20,"Yummex",4
"361","3303024136",2017-09-18,"Yummex",2
"362","3303024136",2017-09-20,"Yummex",4
"363","3303024513",2017-09-18,"Gulf Host-Yummex-Gulf Host-Yummex",2
"364","3303024513",2017-09-19,"Yummex-Crossover into Hotel / Leisure",3
"365","3303024513",2017-09-20,"Yummex",4
"366","3303024552",2017-09-18,"Yummex",2
"367","3303024552",2017-09-19,"Yummex-Crossover into Hotel / Leisure",3
"368","3303024552",2017-09-20,"Gulf Host-Yummex-Gulf Host",4
"369","3303024557",2017-09-20,"Gulf Host",4
"370","3303024558",2017-09-20,"Yummex",4
"371","3303024559",2017-09-20,"Gulf Host",4
"372","3303024566",2017-09-18,"Gulf Host-Yummex",2
"373","3303024570",2017-09-19,"Crossover into Hotel / Leisure",3
"374","3303024570",2017-09-20,"Yummex",4
"375","3303024792",2017-09-18,"Yummex-The Specialty Food Festival-Yummex",2
"376","3303024792",2017-09-19,"Crossover into Hotel / Leisure-Gulf Host",3
"377","3303024792",2017-09-20,"Yummex-The Specialty Food Festival",4
"378","3303024927",2017-09-19,"Yummex-The Specialty Food Festival",3
"379","3303024932",2017-09-19,"Crossover into Hotel / Leisure",3
"380","3303024937",2017-09-18,"Gulf Host",2
"381","3303024946",2017-09-18,"Gulf Host",2
"382","3303024946",2017-09-20,"Gulf Host",4
"383","3303024953",2017-09-18,"Gulf Host",2
"384","3303024953",2017-09-20,"Gulf Host",4
"385","3303024958",2017-09-18,"Gulf Host",2
"386","3303024958",2017-09-19,"Gulf Host",3
"387","3303024958",2017-09-20,"Gulf Host",4
"388","3303024960",2017-09-19,"Crossover into Hotel / Leisure",3
"389","3303024960",2017-09-20,"Yummex",4
"390","3303024961",2017-09-18,"Gulf Host",2
"391","3303024961",2017-09-19,"Gulf Host",3
"392","3303024961",2017-09-20,"Gulf Host",4
"393","3303024964",2017-09-20,"Gulf Host-Yummex",4
"394","3303024969",2017-09-18,"Yummex",2
"395","3303024976",2017-09-20,"Yummex",4
"396","3303024992",2017-09-20,"Yummex",4
"397","3303024995",2017-09-20,"Gulf Host",4
"398","3303024996",2017-09-18,"Yummex",2
"399","3303024996",2017-09-19,"Crossover into Hotel / Leisure",3
"400","3303024996",2017-09-20,"Yummex",4
"401","3303024999",2017-09-18,"Gulf Host-Yummex",2
"402","3303024999",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"403","3303024999",2017-09-20,"Yummex",4
"404","3303025001",2017-09-18,"Yummex",2
"405","3303025001",2017-09-19,"The Specialty Food Festival-Gulf Host-Yummex",3
"406","3303025004",2017-09-18,"Yummex",2
"407","3303025004",2017-09-19,"Crossover into Hotel / Leisure",3
"408","3303025008",2017-09-18,"Yummex",2
"409","3303025013",2017-09-19,"Yummex",3
"410","3303025013",2017-09-20,"Yummex",4
"411","3303025042",2017-09-18,"Gulf Host",2
"412","3303025042",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"413","3303025042",2017-09-20,"Gulf Host",4
"414","3303025043",2017-09-18,"Gulf Host",2
"415","3303025043",2017-09-19,"Gulf Host",3
"416","3303025043",2017-09-20,"Gulf Host",4
"417","3303025044",2017-09-18,"Gulf Host",2
"418","3303025046",2017-09-18,"Gulf Host",2
"419","3303025046",2017-09-20,"Gulf Host",4
"420","3303025050",2017-09-18,"Gulf Host",2
"421","3303025050",2017-09-19,"Gulf Host",3
"422","3303025050",2017-09-20,"Gulf Host",4
"423","3303025057",2017-09-19,"Yummex-Gulf Host",3
"424","3303025069",2017-09-18,"Gulf Host",2
"425","3303025069",2017-09-20,"Gulf Host",4
"426","3303025076",2017-09-20,"Gulf Host",4
"427","3303025079",2017-09-18,"Gulf Host",2
"428","3303025079",2017-09-19,"Gulf Host",3
"429","3303025079",2017-09-20,"Gulf Host",4
"430","3303025095",2017-09-18,"Gulf Host",2
"431","3303025100",2017-09-18,"Gulf Host",2
"432","3303025100",2017-09-19,"Gulf Host",3
"433","3303025118",2017-09-18,"Yummex",2
"434","3303025136",2017-09-20,"Gulf Host",4
"435","3303025158",2017-09-18,"Gulf Host",2
"436","3303025165",2017-09-18,"Yummex",2
"437","3303025169",2017-09-19,"Crossover into Hotel / Leisure",3
"438","3303025169",2017-09-20,"Yummex-Gulf Host-Yummex",4
"439","3303025176",2017-09-19,"Crossover into Hotel / Leisure",3
"440","3303025265",2017-09-19,"Crossover into Hotel / Leisure",3
"441","3303025276",2017-09-20,"Yummex",4
"442","3303025311",2017-09-18,"Yummex",2
"443","3303025325",2017-09-18,"Yummex-Gulf Host",2
"444","3303025325",2017-09-19,"Gulf Host",3
"445","3303025325",2017-09-20,"Gulf Host",4
"446","3303025341",2017-09-19,"Yummex",3
"447","3303025351",2017-09-19,"Yummex-Crossover into Hotel / Leisure",3
"448","3303025351",2017-09-20,"Yummex-Gulf Host",4
"449","3303025355",2017-09-18,"Yummex",2
"450","3303025355",2017-09-19,"Gulf Host",3
"451","3303025355",2017-09-20,"Gulf Host-Yummex",4
"452","3303025362",2017-09-19,"Yummex-Crossover into Hotel / Leisure-Yummex",3
"453","3303025362",2017-09-20,"Yummex",4
"454","3303025477",2017-09-19,"Crossover into Hotel / Leisure",3
"455","3303025482",2017-09-20,"Gulf Host",4
"456","3303025483",2017-09-19,"Crossover into Hotel / Leisure",3
"457","3303025503",2017-09-19,"Crossover into Hotel / Leisure",3
"458","3303025503",2017-09-20,"Yummex",4
"459","3303025540",2017-09-19,"Crossover into Hotel / Leisure",3
"460","3303025543",2017-09-19,"Gulf Host",3
"461","3303025583",2017-09-19,"Crossover into Hotel / Leisure",3
"462","3303025584",2017-09-20,"Gulf Host",4
"463","3303025598",2017-09-20,"Gulf Host",4
"464","3303025608",2017-09-18,"Gulf Host",2
"465","3303025610",2017-09-19,"Gulf Host",3
"466","3303025615",2017-09-18,"Gulf Host",2
"467","3303025615",2017-09-19,"Gulf Host",3
"468","3303025615",2017-09-20,"Yummex",4
"469","3303025618",2017-09-18,"Yummex",2
"470","3303025621",2017-09-19,"Gulf Host",3
"471","3303025625",2017-09-18,"Gulf Host",2
"472","3303025625",2017-09-20,"Gulf Host",4
"473","3303025630",2017-09-18,"Gulf Host",2
"474","3303025630",2017-09-19,"Gulf Host",3
"475","3303025630",2017-09-20,"Yummex-Gulf Host",4
"476","3303025635",2017-09-18,"Gulf Host",2
"477","3303025635",2017-09-19,"Yummex-Gulf Host-Yummex",3
"478","3303025641",2017-09-20,"Gulf Host-Yummex-Gulf Host",4
"479","3303025648",2017-09-19,"Gulf Host",3
"480","3303025652",2017-09-18,"Gulf Host",2
"481","3303025652",2017-09-19,"Yummex-Crossover into Hotel / Leisure",3
"482","3303025652",2017-09-20,"Yummex",4
"483","3303025656",2017-09-18,"Yummex",2
"484","3303025656",2017-09-19,"Crossover into Hotel / Leisure",3
"485","3303025658",2017-09-19,"Crossover into Hotel / Leisure",3
"486","3303025658",2017-09-20,"Yummex",4
"487","3303025661",2017-09-18,"Yummex",2
"488","3303025661",2017-09-19,"Yummex",3
"489","3303025704",2017-09-18,"Gulf Host-Yummex",2
"490","3303025710",2017-09-18,"Gulf Host-Yummex",2
"491","3303025804",2017-09-18,"Gulf Host",2
"492","3303025804",2017-09-19,"Gulf Host",3
"493","3303025804",2017-09-20,"Gulf Host-Yummex-Gulf Host",4
"494","3303025827",2017-09-18,"Yummex",2
"495","3303025845",2017-09-20,"Yummex",4
"496","3303025850",2017-09-18,"Yummex",2
"497","3303025850",2017-09-19,"Yummex",3
"498","3303025852",2017-09-18,"Yummex",2
"499","3303025869",2017-09-18,"Yummex",2
"500","3303025872",2017-09-18,"Gulf Host",2
"501","3303025877",2017-09-18,"Gulf Host",2
"502","3303025877",2017-09-19,"Gulf Host",3
"503","3303025877",2017-09-20,"Yummex",4
"504","3303025882",2017-09-20,"Yummex",4
"505","3303025888",2017-09-19,"Yummex-Gulf Host",3
"506","3303025888",2017-09-20,"Gulf Host",4
"507","3303025889",2017-09-20,"Yummex",4
"508","3303025896",2017-09-19,"Crossover into Hotel / Leisure",3
"509","3303025896",2017-09-20,"Gulf Host",4
"510","3303025897",2017-09-20,"Yummex",4
"511","3303025899",2017-09-18,"Yummex",2
"512","3303025899",2017-09-19,"Yummex",3
"513","3303025899",2017-09-20,"Yummex",4
"514","3303025903",2017-09-18,"Yummex",2
"515","3303025903",2017-09-19,"Yummex",3
"516","3303025903",2017-09-20,"Yummex",4
"517","3303025906",2017-09-18,"Gulf Host",2
"518","3303025906",2017-09-19,"Gulf Host",3
"519","3303025906",2017-09-20,"Gulf Host",4
"520","3303025921",2017-09-19,"Gulf Host",3
"521","3303025925",2017-09-20,"Yummex-Gulf Host",4
"522","3303025940",2017-09-18,"Gulf Host",2
"523","3303025941",2017-09-18,"Yummex",2
"524","3303025941",2017-09-19,"Crossover into Hotel / Leisure",3
"525","3303025941",2017-09-20,"Yummex",4
"526","3303025956",2017-09-18,"Yummex",2
"527","3303025956",2017-09-20,"Gulf Host-Yummex",4
"528","3303025957",2017-09-18,"Yummex",2
"529","3303025957",2017-09-19,"Gulf Host",3
"530","3303025957",2017-09-20,"Gulf Host",4
"531","3303025961",2017-09-18,"Yummex",2
"532","3303025961",2017-09-19,"Crossover into Hotel / Leisure",3
"533","3303025961",2017-09-20,"Yummex",4
"534","3303025963",2017-09-18,"Yummex",2
"535","3303025963",2017-09-19,"Yummex-Crossover into Hotel / Leisure",3
"536","3303025963",2017-09-20,"Yummex",4
"537","3303025964",2017-09-20,"Yummex",4
"538","3303026014",2017-09-18,"Yummex",2
"539","3303026014",2017-09-19,"Gulf Host",3
"540","3303026014",2017-09-20,"Gulf Host-Yummex",4
"541","3303026022",2017-09-20,"Gulf Host-Yummex",4
"542","3303026026",2017-09-19,"Yummex",3
"543","3303026042",2017-09-19,"Gulf Host",3
"544","3303026042",2017-09-20,"Yummex",4
"545","3303026044",2017-09-19,"Gulf Host",3
"546","3303026070",2017-09-18,"Yummex",2
"547","3303026070",2017-09-19,"Crossover into Hotel / Leisure",3
"548","3303026070",2017-09-20,"Yummex",4
"549","3303026073",2017-09-19,"Crossover into Hotel / Leisure",3
"550","3303026073",2017-09-20,"Yummex",4
"551","3303026100",2017-09-18,"Yummex",2
"552","3303026100",2017-09-19,"Crossover into Hotel / Leisure",3
"553","3303026100",2017-09-20,"Gulf Host",4
"554","3303026101",2017-09-18,"Yummex",2
"555","3303026103",2017-09-20,"Gulf Host",4
"556","3303026105",2017-09-20,"Yummex",4
"557","3303026106",2017-09-20,"Yummex-Gulf Host",4
"558","3303026122",2017-09-18,"Yummex",2
"559","3303026130",2017-09-19,"Yummex",3
"560","3303026133",2017-09-20,"Gulf Host-Yummex",4
"561","3303026137",2017-09-19,"Yummex-Crossover into Hotel / Leisure",3
"562","3303026142",2017-09-18,"Yummex",2
"563","3303026142",2017-09-19,"Yummex",3
"564","3303026150",2017-09-18,"Yummex",2
"565","3303026150",2017-09-19,"The Specialty Food Festival-Yummex",3
"566","3303026155",2017-09-18,"Yummex",2
"567","3303026155",2017-09-19,"Crossover into Hotel / Leisure",3
"568","3303026155",2017-09-20,"Yummex",4
"569","3303026166",2017-09-18,"Gulf Host",2
"570","3303026166",2017-09-19,"Gulf Host",3
"571","3303026166",2017-09-20,"Yummex",4
"572","3303026167",2017-09-18,"Gulf Host",2
"573","3303026167",2017-09-19,"Yummex",3
"574","3303026197",2017-09-20,"Gulf Host",4
"575","3303026204",2017-09-18,"Yummex",2
"576","3303026204",2017-09-19,"Yummex",3
"577","3303026204",2017-09-20,"Gulf Host",4
"578","3303026205",2017-09-18,"Yummex",2
"579","3303026214",2017-09-18,"Yummex",2
"580","3303026216",2017-09-18,"Yummex",2
"581","3303026216",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"582","3303026216",2017-09-20,"Gulf Host-Yummex",4
"583","3303026219",2017-09-20,"Yummex-Gulf Host",4
"584","3303026234",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"585","3303026234",2017-09-20,"Gulf Host",4
"586","3303026244",2017-09-18,"Gulf Host",2
"587","3303026244",2017-09-19,"Gulf Host",3
"588","3303026244",2017-09-20,"Gulf Host",4
"589","3303026248",2017-09-18,"Gulf Host",2
"590","3303026248",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure-Yummex",3
"591","3303026248",2017-09-20,"Gulf Host-Yummex",4
"592","3303026252",2017-09-18,"Gulf Host",2
"593","3303026252",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"594","3303026252",2017-09-20,"Gulf Host",4
"595","3303026255",2017-09-18,"Gulf Host",2
"596","3303026255",2017-09-19,"Gulf Host",3
"597","3303026255",2017-09-20,"Gulf Host",4
"598","3303026256",2017-09-18,"Yummex",2
"599","3303026256",2017-09-19,"Yummex-Crossover into Hotel / Leisure",3
"600","3303026256",2017-09-20,"Yummex",4
"601","3303026265",2017-09-18,"Yummex",2
"602","3303026269",2017-09-19,"Yummex",3
"603","3303026269",2017-09-20,"Yummex",4
"604","3303026315",2017-09-20,"Yummex",4
"605","3303026320",2017-09-18,"Yummex",2
"606","3303026320",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"607","3303026320",2017-09-20,"Gulf Host",4
"608","3303026325",2017-09-18,"Yummex",2
"609","3303026325",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"610","3303026325",2017-09-20,"Gulf Host",4
"611","3303026329",2017-09-18,"Gulf Host",2
"612","3303026329",2017-09-19,"Yummex-Crossover into Hotel / Leisure",3
"613","3303026329",2017-09-20,"Yummex",4
"614","3303026351",2017-09-20,"Gulf Host-Yummex",4
"615","3303026353",2017-09-19,"Gulf Host",3
"616","3303026393",2017-09-20,"Yummex",4
"617","3303026397",2017-09-20,"Gulf Host",4
"618","3303026408",2017-09-19,"Crossover into Hotel / Leisure",3
"619","3303026408",2017-09-20,"Yummex",4
"620","3303026412",2017-09-19,"Crossover into Hotel / Leisure-Yummex",3
"621","3303026412",2017-09-20,"Yummex",4
"622","3303026416",2017-09-19,"Gulf Host",3
"623","3303026416",2017-09-20,"Gulf Host",4
"624","3303026425",2017-09-20,"Yummex",4
"625","3303026436",2017-09-18,"Yummex",2
